Fiscal Year,Related Gov't Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Job Family,Job,FTE
2016,No,06,General Administration & Finance,CON,Controller,FDG,Accounting Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Information Systems,IS Prg Analyst-Principal,1
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FGR,Gross Receipts Tax,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,Appraisal & Taxation,Pr Personal Property Auditor,1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG4,Chief Operating Officer,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-6.4
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BK9,Engineering & Environmental,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Professional Engineering,Asst Engr,1
2016,No,04,Community Health,DPH,Public Health,DMS,Substance Abuse - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager II,1.23
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Nursing,Central Processing & Dist Tech,3.5
2016,Yes,06,General Administration & Finance,RET,Retirement System,FDD,Retirement Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,7P,Pension Trust Funds,7PRET,Employees' Retirement System,1,Operating,Information Systems,IS Administrator 2,1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG7,Operations And Security,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Airport Operation,Airport Safety Officer,42
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,004,Permanent Salaries-Nurses,00401,Nurses-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Nursing,Nurse Manager,22.77
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BDC,Wastewater Treatment,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Journeyman Trade,Main Machinist Asst Sprv,1
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKW,Planning & Development,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Professional Engineering,Planner 4,1
2016,No,01,Public Protection,POL,Police,ACM,Operations And Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,IS Manager,1
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant III,4.45
2016,No,04,Community Health,DPH,Public Health,DPA,Hiv Health Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,4,Grants,Public Health,Epidemiologist 2,0.22
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCU,Engineering,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,5,Work Orders/Overhead,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,8
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCS,Delinquent Revenue,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Management,Commercial Div Asst Sprv,1
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,EAA,Golden Gate Park,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Agriculture & Horticulture,Park Section Supervisor,8
2016,No,01,Public Protection,DAT,District Attorney,AIJ,Family Violence Program,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,Legal & Court,Asst Chf Victim/Wit Invstgtor,0.64
2016,No,02,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,BPS,Plan Review Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SBIF,Building Inspection Fund,1,Operating,Professional Engineering,Building Plans Engineer,2
2016,No,04,Community Health,DPH,Public Health,DPD,Comm Hlth - Prevention - Disease Control,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Public Health,Epidemiologist 1,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Street Transit,"Manager IV, MTA",12
2016,No,01,Public Protection,SHF,Sheriff,AFP,Sheriff Programs,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Uniform,-1.12
2016,No,06,General Administration & Finance,CON,Controller,FEB,"Management, Budget And Analysis",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant Intern,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAT,Street Use Management,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Agriculture & Horticulture,Urban Forestry Inspector,3
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAL,Family And Children's Service,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Senior Eligibility Worker,21
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BK9,Engineering & Environmental,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Sub-Professional Engineering,Survey Associate,1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDK,Water Transmission/ Distribution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Journeyman Trade,Utility Plumber,60
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAL,Family And Children's Service,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Social Work Specialist,9
2016,No,06,General Administration & Finance,ASR,Assessor/Recorder,FDJ,Real Property,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SGSF,General Services Fund,4,Grants,Appraisal & Taxation,Real Property Appraiser,2
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCV,Strategic Planning/Compliance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,1,Operating,Port Operation,Govrnmt/Publ Affairs Mgr,1
2016,No,06,General Administration & Finance,ETH,Ethics Commission,FET,Ethics Commission,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-1.4
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Hospital Administration,Medical Records Clerk,2
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SRPF,Real Property Fund,3,Continuing Projects,Property Administration,Senior Real Property Officer,2
2016,No,04,Community Health,DPH,Public Health,FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Med Therapy & Auxiliary,Health Program Coordinator 3,0.5
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CGS,Public Guardian,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Legal & Court,Attorney (Civil/Criminal),3
2016,Yes,06,General Administration & Finance,RET,Retirement System,FDD,Retirement Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,7P,Pension Trust Funds,7PRET,Employees' Retirement System,1,Operating,"Budget, Admn & Stats Analysis",Management Assistant,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAZ,Street Environmental Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SGTF,Parking & Traffic Gasoline Tax Fund,1,Operating,Supervisory-Labor & Trade,Street Environ Svcs Oprs Supv,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BA1,Urban Forestry,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5,Work Orders/Overhead,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-0.07
2016,No,05,Culture & Recreation,LIB,Public Library,EIB,Library Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,Library,Library Assistant,0.5
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG9,Planning Division,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,"Clerical, Secretarial & Steno",Secretary 2,1
2016,No,01,Public Protection,POL,Police,ACB,Investigations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-10.89
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE3,"Security, Safety, Training & Enforcement",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,1
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKD,Maritime Operations & Marketing,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Port Operation,Maritime Marketing Repr,3
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,3,Continuing Projects,Public Health,Epidemiologist 1,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAM,Architecture,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5,Work Orders/Overhead,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-4.78
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Med Therapy & Auxiliary,Health Program Coordinator 2,3
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE2,Parking & Traffic,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1,Operating,Street Transit,Permit And Citation Clerk,18
2016,No,01,Public Protection,SHF,Sheriff,AFT,Security Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Computer Operatns & Repro Svcs,Communications Dispatcher 2,4
2016,No,06,General Administration & Finance,CPC,City Planning,FEF,Administration/Planning,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Dept Head IV,1
2016,No,03,Human Welfare & Neighborhood Development,ENV,Environment,CIU,Environment-Outreach,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SENV,Environmental Protection Program Fund,4,Grants,Energy & Environment,Sr Environmental Spec,1.05
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Street Transit,Transit Information Clerk,2
2016,No,05,Culture & Recreation,AAM,Asian Art Museum,EEI,Asian Arts Museum,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Journeyman Trade,Stationary Engineer,5
2016,No,01,Public Protection,ADP,Adult Probation,ARS,Realignment Services-Post Release Comm.,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Probation & Parole,Deputy Probation Officer SFERS,2
2016,No,06,General Administration & Finance,HRD,Human Resources,FCW,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Clerical, Secretarial & Steno",Executive Secretary 2,1
2016,No,04,Community Health,DPH,Public Health,DPH,Comm Hlth - Prevention - Hlth Education,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,3,Continuing Projects,Med Therapy & Auxiliary,Health Program Coordinator 2,0.9
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKY,Maintenance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Supervisory-Labor & Trade,Elevator And Crane Technician,2
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFN,Immigrant And Language Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,1.77
2016,No,04,Community Health,DPH,Public Health,DHP,Primary Care - Ambu Care - Health Cntrs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Public Service Aide,PS Aide Health Services,5.38
2016,No,01,Public Protection,ADP,Adult Probation,AKG,Pre - Sentencing Investigation,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,"Div Director, Adult Probation",1
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Public Health,Health Educator,4
2016,No,06,General Administration & Finance,BOS,Board of Supervisors,FAE,Clerk Of The Board,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Dep Dir II,3
2016,No,06,General Administration & Finance,CON,Controller,FDC,Payroll And Personnel Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-3.39
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Professional Engineering,Transit Planner 4,3
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKO,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Purchasing & Storekeeping,Senior Storekeeper,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE3,"Security, Safety, Training & Enforcement",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Personnel,Senior Personnel Analyst,1
2016,No,04,Community Health,DPH,Public Health,D3C,SFGH - Ambu Care - Methadone Clinic,001,Salaries,006,Temp Salaries-Nurses,00601,Temp-Regular-Nurses,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.01
2016,No,06,General Administration & Finance,HRD,Human Resources,FCW,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Personnel,Senior Personnel Analyst,2
